,Activation,Test_RMSE_Mean,Test_RMSE_Std,ExLipBaB_Mean,ExLipBaB_Std,Runtime_ExLipBab_mean,Runtime_Exlipbab_std,Layerwise_Bound_Mean,Layerwise_Bound_Std,Runtime_Layerwise_mean,Runtime_Layerwise_std
0,ReLU,0.10911806412041188,0.03597451327274163,1.1547464558853702,0.2028558559655549,0.02697063684463501,0.005450825704966245,3.124856,0.50442606,0.0001425623893737793,2.3598492355945473e-05
0,GroupSort_numGroups3,0.11130672618746758,0.04765776956381846,1.0060019509730067,0.23818427518004062,0.027210569381713866,0.0042160726728152405,1.6245886,0.32243666,0.00014785528182983398,3.070437627685264e-05
